#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
47137,쓰레기단속,1,200,30,10-Jan,02-860-3437,37.496112,126.8316864,2022-11-30
47138,재난재해,1,200,30,22-Jul,02-860-3437,37.49309157,126.8664931,2022-11-30
47139,재난재해,1,200,30,09-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47140,재난재해,1,200,30,09-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47141,재난재해,1,200,30,09-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47142,재난재해,1,200,30,09-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47143,재난재해,1,200,30,09-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47144,재난재해,1,200,30,05-Jan,02-860-3437,37.5077718,126.8922643,2022-11-30
47145,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47146,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47147,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47148,재난재해,1,200,30,08-Jan,02-860-3437,37.492818,126.8942882,2022-11-30
47149,재난재해,1,200,30,18-Jul,02-860-3437,37.4913932,126.8948766,2022-11-30
47150,재난재해,1,200,30,08-Jan,02-860-3437,37.4913932,126.8948766,2022-11-30
47151,재난재해,1,200,30,08-Jan,02-860-3437,37.4913932,126.8948766,2022-11-30
47152,재난재해,1,200,30,08-Jan,02-860-3437,37.4913932,126.8948766,2022-11-30
47153,재난재해,1,200,30,08-Jan,02-860-3437,37.4913932,126.8948766,2022-11-30
47154,재난재해,1,200,30,09-Jan,02-860-3437,37.4855526,126.8996721,2022-11-30
47155,생활방범,4,200,30,14-Jan,02-860-3437,37.481603,126.8895005,2022-11-30
47156,생활방범,3,200,30,14-Jan,02-860-3437,37.4979776,126.8799276,2022-11-30
47157,생활방범,4,200,30,14-Jan,02-860-3437,37.4787238,126.8962942,2022-11-30
47158,생활방범,3,200,30,14-Jan,02-860-3437,37.4811905,126.8974732,2022-11-30
47159,생활방범,3,200,30,14-Jan,02-860-3437,37.4813102,126.897953,2022-11-30
47160,생활방범,3,200,30,14-Jan,02-860-3437,37.5019411,126.8355456,2022-11-30
47161,생활방범,3,200,30,14-Jan,02-860-3437,37.4976357,126.8392978,2022-11-30
47162,생활방범,3,200,30,14-Jan,02-860-3437,37.4978145,126.8390439,2022-11-30
47163,생활방범,3,200,30,14-Jan,02-860-3437,37.5068416,126.8512404,2022-11-30
47164,생활방범,4,200,30,14-Jan,02-860-3437,37.486784,126.8810212,2022-11-30
47165,생활방범,2,200,30,14-Jan,02-860-3437,37.4865207,126.8815098,2022-11-30
47166,생활방범,3,200,30,14-Jan,02-860-3437,37.5050952,126.8442973,2022-11-30
47167,생활방범,3,200,30,14-Jan,02-860-3437,37.4969958,126.8289148,2022-11-30
47168,생활방범,1,200,30,14-Jan,02-860-3437,37.4984943,126.8502831,2022-11-30
47169,생활방범,1,200,30,14-Jan,02-860-3437,37.4987994,126.8497046,2022-11-30
47170,재난재해,1,200,30,12-Jan,02-860-3437,37.4910486,126.8728618,2022-11-30
47171,재난재해,1,200,30,12-Jan,02-860-3437,37.4861024,126.8995015,2022-11-30
47172,재난재해,1,200,30,12-Jan,02-860-3437,37.4971416,126.8933777,2022-11-30
47173,재난재해,1,200,30,12-Jan,02-860-3437,37.5122793,126.8824349,2022-11-30
47174,재난재해,1,200,30,12-Jan,02-860-3437,37.5122793,126.8921485,2022-11-30
47175,재난재해,1,200,30,12-Jan,02-860-3437,37.4853925,126.8567534,2022-11-30
47176,재난재해,1,200,30,12-Jan,02-860-3437,37.483159,126.8537865,2022-11-30
47177,재난재해,1,200,30,12-Jan,02-860-3437,37.4909962,126.8628987,2022-11-30
47178,생활방범,4,200,30,16-Dec,02-860-3437,37.4863784,126.8818842,2022-11-30
47179,생활방범,3,200,30,16-Dec,02-860-3437,37.4795805,126.8937368,2022-11-30
47180,생활방범,4,200,30,16-Dec,02-860-3437,37.5048865,126.8646701,2022-11-30
47181,생활방범,4,200,30,16-Dec,02-860-3437,37.5051721,126.8649788,2022-11-30
47182,생활방범,2,200,30,16-Dec,02-860-3437,37.5052757,126.8666411,2022-11-30
47183,생활방범,3,200,30,16-Dec,02-860-3437,37.5054899,126.8662489,2022-11-30
47184,생활방범,5,200,30,16-Dec,02-860-3437,37.5021067,126.8673354,2022-11-30
47185,생활방범,4,200,30,16-Dec,02-860-3437,37.4987319,126.856639,2022-11-30
47186,생활방범,2,200,30,16-Dec,02-860-3437,37.5042546,126.8586451,2022-11-30
47187,생활방범,2,200,30,16-Dec,02-860-3437,37.5038052,126.858055,2022-11-30
47188,생활방범,4,200,30,16-Dec,02-860-3437,37.5035818,126.8575874,2022-11-30
47189,생활방범,4,200,30,16-Dec,02-860-3437,37.5031703,126.8589881,2022-11-30
47190,생활방범,2,200,30,16-Dec,02-860-3437,37.50221,126.8575991,2022-11-30
47191,생활방범,4,200,30,16-Dec,02-860-3437,37.5035327,126.8601504,2022-11-30
47192,생활방범,2,200,30,16-Dec,02-860-3437,37.5058175,126.8472949,2022-11-30
47193,생활방범,3,200,30,16-Dec,02-860-3437,37.5046901,126.8558638,2022-11-30
47194,생활방범,2,200,30,16-Dec,02-860-3437,37.5050422,126.8559682,2022-11-30
47195,생활방범,3,200,30,16-Dec,02-860-3437,37.499603,126.8445829,2022-11-30
47196,생활방범,2,200,30,16-Dec,02-860-3437,37.4981891,126.8472369,2022-11-30
47197,생활방범,2,200,30,16-Dec,02-860-3437,37.4923816,126.8541143,2022-11-30
47198,생활방범,2,200,30,16-Dec,02-860-3437,37.4940694,126.8495918,2022-11-30
47199,생활방범,2,200,30,16-Dec,02-860-3437,37.4924126,126.8606298,2022-11-30
47200,생활방범,3,200,30,16-Dec,02-860-3437,37.4953672,126.850395,2022-11-30
47201,생활방범,2,200,30,16-Dec,02-860-3437,37.4901348,126.8506994,2022-11-30
47202,생활방범,2,200,30,16-Dec,02-860-3437,37.4913496,126.860752,2022-11-30
47203,생활방범,5,200,30,16-Dec,02-860-3437,37.4912098,126.8516358,2022-11-30
47204,생활방범,2,200,30,16-Dec,02-860-3437,37.492128,126.8621764,2022-11-30
47205,생활방범,1,200,30,16-Dec,02-860-3437,37.4920258,126.8624487,2022-11-30
47206,생활방범,3,200,30,17-Dec,02-860-3437,37.4882009,126.8507283,2022-11-30
47207,생활방범,2,200,30,17-Dec,02-860-3437,37.4839339,126.8533425,2022-11-30
47208,생활방범,1,200,30,17-Dec,02-860-3437,37.4837974,126.8533182,2022-11-30
47209,생활방범,3,200,30,17-Dec,02-860-3437,37.4847603,126.8507812,2022-11-30
47210,생활방범,2,200,30,17-Dec,02-860-3437,37.497004,126.8430476,2022-11-30
47211,생활방범,2,200,30,17-Dec,02-860-3437,37.4968532,126.8431836,2022-11-30
47212,생활방범,4,200,30,17-Dec,02-860-3437,37.4969069,126.8437269,2022-11-30
47213,생활방범,3,200,30,17-Dec,02-860-3437,37.4976931,126.8369727,2022-11-30
47214,생활방범,2,200,30,17-Dec,02-860-3437,37.5106194,126.8805726,2022-11-30
47215,생활방범,4,200,30,17-Dec,02-860-3437,37.4967653,126.8305448,2022-11-30
47216,생활방범,2,200,30,17-Dec,02-860-3437,37.4967653,126.8305448,2022-11-30
47217,생활방범,2,200,30,17-Dec,02-860-3437,37.4944361,126.8334381,2022-11-30
47218,생활방범,3,200,30,17-Dec,02-860-3437,37.4920626,126.8196734,2022-11-30
47219,생활방범,4,200,30,17-Dec,02-860-3437,37.495509,126.8395732,2022-11-30
47220,생활방범,3,200,30,17-Dec,02-860-3437,37.4974936,126.8401847,2022-11-30
47221,생활방범,3,200,30,17-Dec,02-860-3437,37.4886722,126.8304245,2022-11-30
47222,생활방범,3,200,30,17-Dec,02-860-3437,37.4866175,126.8236246,2022-11-30
47223,생활방범,3,200,30,17-Dec,02-860-3437,37.4916259,126.8222796,2022-11-30
47224,생활방범,3,200,30,17-Dec,02-860-3437,37.4987914,126.8285075,2022-11-30
47225,생활방범,1,200,30,17-Dec,02-860-3437,37.4901203,126.8868386,2022-11-30
47226,생활방범,2,200,30,17-Dec,02-860-3437,37.5080045,126.8469449,2022-11-30
47227,교통단속,3,200,30,18-Mar,02-860-3437,37.4954399,126.8445272,2022-11-30
47228,생활방범,2,200,30,21-Dec,02-860-3437,37.49581,126.83861,2022-11-30
47229,생활방범,4,200,30,21-Dec,02-860-3437,37.49905,126.8877,2022-11-30
47230,생활방범,2,200,30,21-Dec,02-860-3437,37.49218,126.88016,2022-11-30
47231,생활방범,4,200,30,21-Dec,02-860-3437,37.49407,126.88581,2022-11-30
47232,생활방범,3,200,30,21-Dec,02-860-3437,37.49117,126.89294,2022-11-30
47233,생활방범,4,200,30,21-Dec,02-860-3437,37.50589,126.8624,2022-11-30
47234,생활방범,4,200,30,21-Dec,02-860-3437,37.51288,126.87977,2022-11-30
47235,생활방범,4,200,30,21-Dec,02-860-3437,37.49373,126.82162,2022-11-30
47236,생활방범,3,500,30,21-Dec,02-860-3437,37.49383,126.82154,2022-11-30
47237,생활방범,2,200,30,21-Dec,02-860-3437,37.49714,126.85365,2022-11-30
47238,생활방범,2,200,30,21-Dec,02-860-3437,37.49669,126.85437,2022-11-30
47239,생활방범,3,200,30,21-Dec,02-860-3437,37.48167,126.84039,2022-11-30
47240,생활방범,2,500,30,21-Dec,02-860-3437,37.50529,126.84722,2022-11-30
47241,생활방범,1,200,30,14-Jan,02-860-3437,37.4986099,126.8491791,2022-11-30
47242,재난재해,1,200,30,14-Jan,02-860-3437,37.4849026,126.9016115,2022-11-30
47243,재난재해,1,200,30,14-Jan,02-860-3437,37.484895,126.90171,2022-11-30
47244,기타,1,130,30,15-Jan,02-860-3437,37.497492,126.8657,2022-11-30
47245,기타,1,200,30,15-Jan,02-860-3437,37.497492,126.8657,2022-11-30
47246,기타,1,200,30,15-Jan,02-860-3437,37.497492,126.8657,2022-11-30
47247,기타,1,200,30,15-Jan,02-860-3437,37.497492,126.8657,2022-11-30
47248,생활방범,3,200,30,15-Oct,02-860-3437,37.482866,126.8876206,2022-11-30
47249,생활방범,3,200,30,15-Oct,02-860-3437,37.4889765,126.8869678,2022-11-30
47250,생활방범,4,200,30,15-Oct,02-860-3437,37.4892171,126.8867814,2022-11-30
47251,생활방범,3,200,30,15-Oct,02-860-3437,37.4844487,126.887257,2022-11-30
47252,생활방범,3,200,30,15-Oct,02-860-3437,37.4879173,126.8840004,2022-11-30
47253,생활방범,3,200,30,15-Oct,02-860-3437,37.5017929,126.8507071,2022-11-30
47254,생활방범,4,200,30,15-Oct,02-860-3437,37.5033954,126.8487302,2022-11-30
47255,생활방범,3,200,30,15-Oct,02-860-3437,37.5050457,126.8505047,2022-11-30
47256,생활방범,3,200,30,15-Oct,02-860-3437,37.5076279,126.8485124,2022-11-30
47257,생활방범,2,500,30,18-Dec,02-860-3437,37.4957449,126.8344715,2022-11-30
47258,어린이보호,4,200,30,18-Dec,02-860-3437,37.4839213,126.8420874,2022-11-30
47259,생활방범,3,200,30,18-Dec,02-860-3437,37.5082097,126.8562232,2022-11-30
47260,생활방범,3,200,30,18-Dec,02-860-3437,37.5082744,126.8565168,2022-11-30
47261,생활방범,4,200,30,18-Dec,02-860-3437,37.508184,126.8564667,2022-11-30
47262,생활방범,3,500,30,18-Dec,02-860-3437,37.508048,126.8563207,2022-11-30
47263,생활방범,2,200,30,18-Dec,02-860-3437,37.5080892,126.8564449,2022-11-30
47264,생활방범,2,200,30,18-Dec,02-860-3437,37.4934006,126.8470567,2022-11-30
47265,생활방범,2,200,30,18-Dec,02-860-3437,37.4882164,126.8392439,2022-11-30
47266,생활방범,3,200,30,18-Dec,02-860-3437,37.4926484,126.8442174,2022-11-30
47267,생활방범,2,200,30,18-Dec,02-860-3437,37.4926484,126.8442174,2022-11-30
47268,생활방범,3,200,30,18-Dec,02-860-3437,37.4937861,126.8468458,2022-11-30
47269,생활방범,4,200,30,18-Dec,02-860-3437,37.4934011,126.8462316,2022-11-30
47270,생활방범,2,200,30,18-Dec,02-860-3437,37.4934176,126.8457949,2022-11-30
47271,생활방범,2,200,30,18-Dec,02-860-3437,37.4930391,126.8461217,2022-11-30
47272,생활방범,2,200,30,18-Dec,02-860-3437,37.4928397,126.8454475,2022-11-30
47273,생활방범,2,200,30,18-Dec,02-860-3437,37.4924241,126.8451288,2022-11-30
47274,생활방범,3,200,30,18-Dec,02-860-3437,37.4928804,126.8434999,2022-11-30
47275,생활방범,2,200,30,18-Dec,02-860-3437,37.4923229,126.845401,2022-11-30
47276,생활방범,3,200,30,18-Dec,02-860-3437,37.4919866,126.8440292,2022-11-30
47277,생활방범,2,200,30,16-Dec,02-860-3437,37.4913423,126.8536086,2022-11-30
47278,생활방범,2,200,30,16-Dec,02-860-3437,37.4874205,126.8550959,2022-11-30
47279,생활방범,4,200,30,16-Dec,02-860-3437,37.496794,126.8459763,2022-11-30
47280,생활방범,3,200,30,20-Sep,02-860-3437,37.47963929,126.831107,2022-11-30
47281,생활방범,3,200,30,20-Sep,02-860-3437,37.47893511,126.8301306,2022-11-30
47282,시설물관리,1,200,30,20-Sep,02-860-3437,37.49547,126.88754,2022-11-30
47283,시설물관리,1,200,30,20-Sep,02-860-3437,37.50177776,126.88754,2022-11-30
47284,생활방범,4,200,30,20-Sep,02-860-3437,37.50177776,126.8545124,2022-11-30
47285,생활방범,4,200,30,20-Sep,02-860-3437,37.50098892,126.8541436,2022-11-30
47286,생활방범,4,200,30,20-Sep,02-860-3437,37.5002113,126.8537295,2022-11-30
47287,생활방범,3,200,30,20-Sep,02-860-3437,37.48310375,126.8992938,2022-11-30
47288,생활방범,4,200,30,20-Sep,02-860-3437,37.48255493,126.8989044,2022-11-30
47289,생활방범,4,200,30,20-Sep,02-860-3437,37.48200599,126.8983766,2022-11-30
47290,재난재해,2,200,30,20-Sep,02-860-3437,37.50698807,126.8743571,2022-11-30
47291,시설물관리,1,200,30,20-Sep,02-860-3437,37.49546848,126.8875392,2022-11-30
47292,시설물관리,1,200,30,20-Sep,02-860-3437,37.48531046,126.8875392,2022-11-30
47293,재난재해,1,200,30,20-Aug,02-860-3437,37.49557673,126.9010603,2022-11-30
47294,생활방범,3,500,30,20-Dec,02-860-3437,37.49557673,126.8853311,2022-11-30
47295,생활방범,2,200,30,20-Dec,02-860-3437,37.49091058,126.8818329,2022-11-30
47296,생활방범,2,200,30,20-Dec,02-860-3437,37.49138929,126.8876556,2022-11-30
47297,생활방범,2,200,30,20-Dec,02-860-3437,37.48717169,126.8891035,2022-11-30
47298,생활방범,3,200,30,20-Dec,02-860-3437,37.4984147,126.8874669,2022-11-30
47299,생활방범,1,500,30,20-Dec,02-860-3437,37.4823204,126.849305,2022-11-30
47300,생활방범,3,500,30,20-Dec,02-860-3437,37.4823204,126.8472774,2022-11-30
47301,생활방범,3,200,30,20-Dec,02-860-3437,37.4837383,126.8516445,2022-11-30
47302,생활방범,2,200,30,20-Dec,02-860-3437,37.48785992,126.8567302,2022-11-30
47303,생활방범,3,200,30,20-Dec,02-860-3437,37.49110458,126.8416538,2022-11-30
47304,생활방범,3,200,30,20-Dec,02-860-3437,37.4818731,126.8462749,2022-11-30
47305,생활방범,2,200,30,20-Dec,02-860-3437,37.49294873,126.846272,2022-11-30
47306,생활방범,3,200,30,20-Dec,02-860-3437,37.49912666,126.8309133,2022-11-30
47307,생활방범,3,500,30,20-Dec,02-860-3437,37.49054602,126.8821811,2022-11-30
47308,생활방범,3,200,30,20-Dec,02-860-3437,37.49309977,126.8222706,2022-11-30
47309,생활방범,4,200,30,20-Dec,02-860-3437,37.48448493,126.9024408,2022-11-30
47310,생활방범,3,200,30,20-Dec,02-860-3437,37.49400195,126.8245669,2022-11-30
47311,교통단속,3,200,30,12-Jan,02-860-3437,37.4850337,126.8981323,2022-11-30
47312,생활방범,3,500,30,21-Dec,02-860-3437,37.49647,126.83768,2022-11-30
47313,생활방범,4,200,30,21-Dec,02-860-3437,37.49707,126.8379,2022-11-30
47314,생활방범,4,200,30,21-Dec,02-860-3437,37.49721,126.83575,2022-11-30
47315,생활방범,3,200,30,21-Dec,02-860-3437,37.49566,126.87095,2022-11-30
47316,생활방범,3,130,30,13-Jan,02-860-3437,37.4984847,126.8528049,2022-11-30
47317,생활방범,3,200,30,13-Jan,02-860-3437,37.4915007,126.8575325,2022-11-30
47318,생활방범,3,200,30,13-Jan,02-860-3437,37.4877135,126.8584053,2022-11-30
47319,생활방범,3,200,30,13-Jan,02-860-3437,37.4856143,126.8506718,2022-11-30
47320,생활방범,3,200,30,13-Jan,02-860-3437,37.4962582,126.8373268,2022-11-30
47321,생활방범,3,200,30,13-Jan,02-860-3437,37.496672,126.8386354,2022-11-30
47322,생활방범,3,200,30,13-Jan,02-860-3437,37.48718572,126.8357544,2022-11-30
47323,생활방범,4,200,30,13-Jan,02-860-3437,37.4943312,126.8314183,2022-11-30
47324,생활방범,2,200,30,13-Jan,02-860-3437,37.4980605,126.828472,2022-11-30
47325,생활방범,3,200,30,13-Jan,02-860-3437,37.49431331,126.8593824,2022-11-30
47326,생활방범,3,200,30,13-Jan,02-860-3437,37.4922835,126.880382,2022-11-30
47327,생활방범,3,200,30,13-Jan,02-860-3437,37.4881329,126.8518547,2022-11-30
47328,생활방범,3,200,30,13-Jan,02-860-3437,37.4880731,126.852466,2022-11-30
47329,생활방범,3,200,30,13-Jan,02-860-3437,37.4884343,126.8525703,2022-11-30
47330,생활방범,3,200,30,13-Jan,02-860-3437,37.4885328,126.8516363,2022-11-30
47331,생활방범,3,200,30,13-Jan,02-860-3437,37.4890288,126.8516829,2022-11-30
47332,생활방범,3,200,30,13-Jan,02-860-3437,37.4890545,126.8522539,2022-11-30
47333,생활방범,3,130,30,13-Jan,02-860-3437,37.4891115,126.852802,2022-11-30
47334,생활방범,2,200,30,13-Jan,02-860-3437,37.4897429,126.85205,2022-11-30
47335,생활방범,2,200,30,13-Jan,02-860-3437,37.4895648,126.8516217,2022-11-30
47336,생활방범,3,130,30,13-Jan,02-860-3437,37.5004679,126.8890652,2022-11-30
47337,생활방범,3,200,30,13-Jan,02-860-3437,37.5002562,126.8882071,2022-11-30
47338,생활방범,3,200,30,13-Jan,02-860-3437,37.499942,126.8875988,2022-11-30
47339,생활방범,3,200,30,13-Jan,02-860-3437,37.500312,126.8868038,2022-11-30
47340,생활방범,3,200,30,13-Jan,02-860-3437,37.5012946,126.8868241,2022-11-30
47341,생활방범,3,200,30,13-Jan,02-860-3437,37.5016146,126.8877039,2022-11-30
47342,생활방범,3,130,30,13-Jan,02-860-3437,37.5017426,126.8880592,2022-11-30
47343,생활방범,4,200,30,13-Jan,02-860-3437,37.4921624,126.8206606,2022-11-30
47344,생활방범,3,200,30,13-Jan,02-860-3437,37.4929612,126.8192733,2022-11-30
47345,생활방범,3,200,30,13-Jan,02-860-3437,37.4939829,126.8182629,2022-11-30
47346,교통단속,3,200,30,18-Mar,02-860-3437,37.4961426,126.8471275,2022-11-30
47347,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47348,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47349,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47350,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47351,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47352,시설물관리,1,200,30,14-Jan,02-860-3437,37.4949112,126.8874179,2022-11-30
47353,재난재해,1,200,30,14-Jan,02-860-3437,37.4914377,126.8949317,2022-11-30
47354,생활방범,3,200,30,14-Jan,02-860-3437,37.4801511,126.8986692,2022-11-30
47355,생활방범,3,200,30,14-Jan,02-860-3437,37.4881403,126.8870278,2022-11-30
47356,생활방범,3,200,30,14-Jan,02-860-3437,37.488124,126.8882156,2022-11-30
47357,생활방범,3,200,30,14-Jan,02-860-3437,37.501621,126.8427778,2022-11-30
47358,생활방범,3,200,30,14-Jan,02-860-3437,37.5041795,126.8420459,2022-11-30
47359,생활방범,2,200,30,14-Jan,02-860-3437,37.4877581,126.8811263,2022-11-30
47360,생활방범,2,200,30,14-Jan,02-860-3437,37.4930726,126.8530597,2022-11-30
47361,생활방범,3,200,30,14-Jan,02-860-3437,37.4986914,126.8451679,2022-11-30
47362,생활방범,3,200,30,14-Jan,02-860-3437,37.4818824,126.8909019,2022-11-30
47363,시설물관리,1,200,30,18-May,02-860-3437,37.4949332,126.8445957,2022-11-30
47364,생활방범,1,200,30,18-May,02-860-3437,37.4949047,126.8443244,2022-11-30
47365,생활방범,1,200,30,18-May,02-860-3437,37.4949332,126.8445957,2022-11-30
47366,생활방범,1,200,30,18-May,02-860-3437,37.4950793,126.8449225,2022-11-30
47367,시설물관리,1,200,30,18-May,02-860-3437,37.4946143,126.8447851,2022-11-30
47368,시설물관리,1,200,30,18-May,02-860-3437,37.4946233,126.8447794,2022-11-30
47369,시설물관리,1,200,30,18-May,02-860-3437,37.4946188,126.8447851,2022-11-30
47370,생활방범,4,200,30,18-Nov,02-2199-6662,37.536887,126.963536,2022-12-01
47371,생활방범,6,300,30,19-Nov,02-2199-6662,37.539107,126.968999,2022-12-01
47372,교통단속,4,300,30,20-Nov,02-2199-6662,37.538172,126.97003,2022-12-01
47373,시설물관리,1,300,30,12-Oct,02-2199-6662,37.543901,126.95784,2022-12-01
47374,시설물관리,1,300,30,12-Oct,02-2199-6662,37.545701,126.960171,2022-12-01
47375,시설물관리,1,300,30,12-Oct,02-2199-6662,37.54457,126.962175,2022-12-01
47376,시설물관리,1,130,30,12-Oct,02-2199-6662,37.54391,126.963114,2022-12-01
47377,시설물관리,1,300,30,12-Oct,02-2199-6662,37.545167,126.961052,2022-12-01
47378,시설물관리,1,41,30,12-Oct,02-2199-6662,37.544753,126.959006,2022-12-01
47379,시설물관리,1,41,30,12-Oct,02-2199-6662,37.54498,126.963023,2022-12-01
47380,생활방범,7,300,30,10-Aug,02-2199-6662,37.542649,126.958871,2022-12-01
47381,생활방범,5,300,30,10-Aug,02-2199-6662,37.541397,126.960492,2022-12-01
47382,생활방범,3,200,30,10-Aug,02-2199-6662,37.546683,126.962338,2022-12-01
47383,생활방범,3,300,30,10-Aug,02-2199-6662,37.540123,126.96305,2022-12-01
47384,어린이보호,1,300,30,10-Dec,02-2199-6662,37.540128,126.961653,2022-12-01
47385,생활방범,4,300,30,10-Nov,02-2199-6662,37.540127,126.962123,2022-12-01
47386,생활방범,3,200,30,11-Mar,02-2199-6662,37.541546,126.958531,2022-12-01
47387,생활방범,4,300,30,11-Oct,02-2199-6662,37.542478,126.964679,2022-12-01
47388,생활방범,6,300,30,12-Feb,02-2199-6662,37.541389,126.959645,2022-12-01
47389,생활방범,4,200,30,12-Feb,02-2199-6662,37.540902,126.958917,2022-12-01
47390,생활방범,4,300,30,13-Feb,02-2199-6662,37.542812,126.959635,2022-12-01
47391,시설물관리,1,130,30,12-Oct,02-2199-6662,37.545472,126.9628,2022-12-01
47392,시설물관리,1,200,30,12-Oct,02-2199-6662,37.546199,126.963087,2022-12-01
47393,시설물관리,1,41,30,12-Oct,02-2199-6662,37.54642,126.961801,2022-12-01
